#,cp,maxdepth,minsplit,minbucket,ganancia_mean
1,-1.1,4,631,301,"9,647,500"
2,-1.05,4,631,301,"9,647,500"
3,-1,4,631,301,"9,647,500"
4,-0.95,4,631,301,"9,647,500"
5,-0.9,4,631,301,"9,647,500"
6,-1.1,4,633,301,"9,647,500"
7,-1.05,4,633,301,"9,647,500"
8,-1,4,633,301,"9,647,500"
9,-0.95,4,633,301,"9,647,500"
10,-0.9,4,633,301,"9,647,500"
11,-1.1,4,635,301,"9,647,500"
12,-1.05,4,635,301,"9,647,500"
13,-1,4,635,301,"9,647,500"
14,-0.95,4,635,301,"9,647,500"
15,-0.9,4,635,301,"9,647,500"
16,-1.1,4,637,301,"9,647,500"
17,-1.05,4,637,301,"9,647,500"
18,-1,4,637,301,"9,647,500"
19,-0.95,4,637,301,"9,647,500"
20,-0.9,4,637,301,"9,647,500"
21,-1.1,4,631,296,"9,632,000"
22,-1.1,4,631,297,"9,632,000"
23,-1.1,4,631,298,"9,632,000"
24,-1.1,4,631,299,"9,632,000"
25,-1.05,4,631,296,"9,632,000"
26,-1.05,4,631,297,"9,632,000"
27,-1.05,4,631,298,"9,632,000"
28,-1.05,4,631,299,"9,632,000"
29,-1,4,631,296,"9,632,000"
30,-1,4,631,297,"9,632,000"
31,-1,4,631,298,"9,632,000"
32,-1,4,631,299,"9,632,000"
33,-0.95,4,631,296,"9,632,000"
34,-0.95,4,631,297,"9,632,000"
35,-0.95,4,631,298,"9,632,000"
36,-0.95,4,631,299,"9,632,000"
37,-0.9,4,631,296,"9,632,000"
38,-0.9,4,631,297,"9,632,000"
39,-0.9,4,631,298,"9,632,000"
40,-0.9,4,631,299,"9,632,000"
41,-1.1,4,633,296,"9,632,000"
42,-1.1,4,633,297,"9,632,000"
43,-1.1,4,633,298,"9,632,000"
44,-1.1,4,633,299,"9,632,000"
45,-1.05,4,633,296,"9,632,000"
46,-1.05,4,633,297,"9,632,000"
47,-1.05,4,633,298,"9,632,000"
48,-1.05,4,633,299,"9,632,000"
49,-1,4,633,296,"9,632,000"
50,-1,4,633,297,"9,632,000"
51,-1,4,633,298,"9,632,000"
52,-1,4,633,299,"9,632,000"
53,-0.95,4,633,296,"9,632,000"
54,-0.95,4,633,297,"9,632,000"
55,-0.95,4,633,298,"9,632,000"
56,-0.95,4,633,299,"9,632,000"
57,-0.9,4,633,296,"9,632,000"
58,-0.9,4,633,297,"9,632,000"
59,-0.9,4,633,298,"9,632,000"
60,-0.9,4,633,299,"9,632,000"
61,-1.1,4,635,296,"9,632,000"
62,-1.1,4,635,297,"9,632,000"
63,-1.1,4,635,298,"9,632,000"
64,-1.1,4,635,299,"9,632,000"
65,-1.05,4,635,296,"9,632,000"
66,-1.05,4,635,297,"9,632,000"
67,-1.05,4,635,298,"9,632,000"
68,-1.05,4,635,299,"9,632,000"
69,-1,4,635,296,"9,632,000"
70,-1,4,635,297,"9,632,000"
71,-1,4,635,298,"9,632,000"
72,-1,4,635,299,"9,632,000"
73,-0.95,4,635,296,"9,632,000"
74,-0.95,4,635,297,"9,632,000"
75,-0.95,4,635,298,"9,632,000"
76,-0.95,4,635,299,"9,632,000"
77,-0.9,4,635,296,"9,632,000"
78,-0.9,4,635,297,"9,632,000"
79,-0.9,4,635,298,"9,632,000"
80,-0.9,4,635,299,"9,632,000"
81,-1.1,4,637,296,"9,632,000"
82,-1.1,4,637,297,"9,632,000"
83,-1.1,4,637,298,"9,632,000"
84,-1.1,4,637,299,"9,632,000"
85,-1.05,4,637,296,"9,632,000"
86,-1.05,4,637,297,"9,632,000"
87,-1.05,4,637,298,"9,632,000"
88,-1.05,4,637,299,"9,632,000"
89,-1,4,637,296,"9,632,000"
90,-1,4,637,297,"9,632,000"
91,-1,4,637,298,"9,632,000"
92,-1,4,637,299,"9,632,000"
93,-0.95,4,637,296,"9,632,000"
94,-0.95,4,637,297,"9,632,000"
95,-0.95,4,637,298,"9,632,000"
96,-0.95,4,637,299,"9,632,000"
97,-0.9,4,637,296,"9,632,000"
98,-0.9,4,637,297,"9,632,000"
99,-0.9,4,637,298,"9,632,000"
100,-0.9,4,637,299,"9,632,000"
101,-1.1,4,637,318,"9,605,000"
102,-1.05,4,637,318,"9,605,000"
103,-1,4,637,318,"9,605,000"
104,-0.95,4,637,318,"9,605,000"
105,-0.9,4,637,318,"9,605,000"
106,-1.1,4,631,278,"9,603,000"
107,-1.1,4,631,279,"9,603,000"
108,-1.1,4,631,280,"9,603,000"
109,-1.1,4,631,281,"9,603,000"
110,-1.05,4,631,278,"9,603,000"
111,-1.05,4,631,279,"9,603,000"
112,-1.05,4,631,280,"9,603,000"
113,-1.05,4,631,281,"9,603,000"
114,-1,4,631,278,"9,603,000"
115,-1,4,631,279,"9,603,000"
116,-1,4,631,280,"9,603,000"
117,-1,4,631,281,"9,603,000"
118,-0.95,4,631,278,"9,603,000"
119,-0.95,4,631,279,"9,603,000"
120,-0.95,4,631,280,"9,603,000"
121,-0.95,4,631,281,"9,603,000"
122,-0.9,4,631,278,"9,603,000"
123,-0.9,4,631,279,"9,603,000"
124,-0.9,4,631,280,"9,603,000"
125,-0.9,4,631,281,"9,603,000"
126,-1.1,4,633,278,"9,603,000"
127,-1.1,4,633,279,"9,603,000"
128,-1.1,4,633,280,"9,603,000"
129,-1.1,4,633,281,"9,603,000"
130,-1.05,4,633,278,"9,603,000"
131,-1.05,4,633,279,"9,603,000"
132,-1.05,4,633,280,"9,603,000"
133,-1.05,4,633,281,"9,603,000"
134,-1,4,633,278,"9,603,000"
135,-1,4,633,279,"9,603,000"
136,-1,4,633,280,"9,603,000"
137,-1,4,633,281,"9,603,000"
138,-0.95,4,633,278,"9,603,000"
139,-0.95,4,633,279,"9,603,000"
140,-0.95,4,633,280,"9,603,000"
141,-0.95,4,633,281,"9,603,000"
142,-0.9,4,633,278,"9,603,000"
143,-0.9,4,633,279,"9,603,000"
144,-0.9,4,633,280,"9,603,000"
145,-0.9,4,633,281,"9,603,000"
146,-1.1,4,635,278,"9,603,000"
147,-1.1,4,635,279,"9,603,000"
148,-1.1,4,635,280,"9,603,000"
149,-1.1,4,635,281,"9,603,000"
150,-1.05,4,635,278,"9,603,000"
151,-1.05,4,635,279,"9,603,000"
152,-1.05,4,635,280,"9,603,000"
153,-1.05,4,635,281,"9,603,000"
154,-1,4,635,278,"9,603,000"
155,-1,4,635,279,"9,603,000"
156,-1,4,635,280,"9,603,000"
157,-1,4,635,281,"9,603,000"
158,-0.95,4,635,278,"9,603,000"
159,-0.95,4,635,279,"9,603,000"
160,-0.95,4,635,280,"9,603,000"
161,-0.95,4,635,281,"9,603,000"
162,-0.9,4,635,278,"9,603,000"
163,-0.9,4,635,279,"9,603,000"
164,-0.9,4,635,280,"9,603,000"
165,-0.9,4,635,281,"9,603,000"
166,-1.1,4,637,278,"9,603,000"
167,-1.1,4,637,279,"9,603,000"
168,-1.1,4,637,280,"9,603,000"
169,-1.1,4,637,281,"9,603,000"
170,-1.05,4,637,278,"9,603,000"
171,-1.05,4,637,279,"9,603,000"
172,-1.05,4,637,280,"9,603,000"
173,-1.05,4,637,281,"9,603,000"
174,-1,4,637,278,"9,603,000"
175,-1,4,637,279,"9,603,000"
176,-1,4,637,280,"9,603,000"
177,-1,4,637,281,"9,603,000"
178,-0.95,4,637,278,"9,603,000"
179,-0.95,4,637,279,"9,603,000"
180,-0.95,4,637,280,"9,603,000"
181,-0.95,4,637,281,"9,603,000"
182,-0.9,4,637,278,"9,603,000"
183,-0.9,4,637,279,"9,603,000"
184,-0.9,4,637,280,"9,603,000"
185,-0.9,4,637,281,"9,603,000"
186,-1.1,4,631,282,"9,602,000"
187,-1.1,4,631,283,"9,602,000"
188,-1.1,4,631,284,"9,602,000"
189,-1.1,4,631,285,"9,602,000"
190,-1.1,4,631,286,"9,602,000"
191,-1.05,4,631,282,"9,602,000"
192,-1.05,4,631,283,"9,602,000"
193,-1.05,4,631,284,"9,602,000"
194,-1.05,4,631,285,"9,602,000"
195,-1.05,4,631,286,"9,602,000"
196,-1,4,631,282,"9,602,000"
197,-1,4,631,283,"9,602,000"
198,-1,4,631,284,"9,602,000"
199,-1,4,631,285,"9,602,000"
200,-1,4,631,286,"9,602,000"
201,-0.95,4,631,282,"9,602,000"
202,-0.95,4,631,283,"9,602,000"
203,-0.95,4,631,284,"9,602,000"
204,-0.95,4,631,285,"9,602,000"
205,-0.95,4,631,286,"9,602,000"
206,-0.9,4,631,282,"9,602,000"
207,-0.9,4,631,283,"9,602,000"
208,-0.9,4,631,284,"9,602,000"
209,-0.9,4,631,285,"9,602,000"
210,-0.9,4,631,286,"9,602,000"
211,-1.1,4,633,282,"9,602,000"
212,-1.1,4,633,283,"9,602,000"
213,-1.1,4,633,284,"9,602,000"
214,-1.1,4,633,285,"9,602,000"
215,-1.1,4,633,286,"9,602,000"
216,-1.05,4,633,282,"9,602,000"
217,-1.05,4,633,283,"9,602,000"
218,-1.05,4,633,284,"9,602,000"
219,-1.05,4,633,285,"9,602,000"
220,-1.05,4,633,286,"9,602,000"
221,-1,4,633,282,"9,602,000"
222,-1,4,633,283,"9,602,000"
223,-1,4,633,284,"9,602,000"
224,-1,4,633,285,"9,602,000"
225,-1,4,633,286,"9,602,000"
226,-0.95,4,633,282,"9,602,000"
227,-0.95,4,633,283,"9,602,000"
228,-0.95,4,633,284,"9,602,000"
229,-0.95,4,633,285,"9,602,000"
230,-0.95,4,633,286,"9,602,000"
231,-0.9,4,633,282,"9,602,000"
232,-0.9,4,633,283,"9,602,000"
233,-0.9,4,633,284,"9,602,000"
234,-0.9,4,633,285,"9,602,000"
235,-0.9,4,633,286,"9,602,000"
236,-1.1,4,635,282,"9,602,000"
237,-1.1,4,635,283,"9,602,000"
238,-1.1,4,635,284,"9,602,000"
239,-1.1,4,635,285,"9,602,000"
240,-1.1,4,635,286,"9,602,000"
241,-1.05,4,635,282,"9,602,000"
242,-1.05,4,635,283,"9,602,000"
243,-1.05,4,635,284,"9,602,000"
244,-1.05,4,635,285,"9,602,000"
245,-1.05,4,635,286,"9,602,000"
246,-1,4,635,282,"9,602,000"
247,-1,4,635,283,"9,602,000"
248,-1,4,635,284,"9,602,000"
249,-1,4,635,285,"9,602,000"
250,-1,4,635,286,"9,602,000"
251,-0.95,4,635,282,"9,602,000"
252,-0.95,4,635,283,"9,602,000"
253,-0.95,4,635,284,"9,602,000"
254,-0.95,4,635,285,"9,602,000"
255,-0.95,4,635,286,"9,602,000"
256,-0.9,4,635,282,"9,602,000"
257,-0.9,4,635,283,"9,602,000"
258,-0.9,4,635,284,"9,602,000"
259,-0.9,4,635,285,"9,602,000"
260,-0.9,4,635,286,"9,602,000"
261,-1.1,4,637,282,"9,602,000"
262,-1.1,4,637,283,"9,602,000"
263,-1.1,4,637,284,"9,602,000"
264,-1.1,4,637,285,"9,602,000"
265,-1.1,4,637,286,"9,602,000"
266,-1.05,4,637,282,"9,602,000"
267,-1.05,4,637,283,"9,602,000"
268,-1.05,4,637,284,"9,602,000"
269,-1.05,4,637,285,"9,602,000"
270,-1.05,4,637,286,"9,602,000"
271,-1,4,637,282,"9,602,000"
272,-1,4,637,283,"9,602,000"
273,-1,4,637,284,"9,602,000"
274,-1,4,637,285,"9,602,000"
275,-1,4,637,286,"9,602,000"
276,-0.95,4,637,282,"9,602,000"
277,-0.95,4,637,283,"9,602,000"
278,-0.95,4,637,284,"9,602,000"
279,-0.95,4,637,285,"9,602,000"
280,-0.95,4,637,286,"9,602,000"
281,-0.9,4,637,282,"9,602,000"
282,-0.9,4,637,283,"9,602,000"
283,-0.9,4,637,284,"9,602,000"
284,-0.9,4,637,285,"9,602,000"
285,-0.9,4,637,286,"9,602,000"
286,-1.1,4,631,287,"9,598,500"
287,-1.1,4,631,288,"9,598,500"
288,-1.1,4,631,289,"9,598,500"
289,-1.1,4,631,290,"9,598,500"
290,-1.05,4,631,287,"9,598,500"
291,-1.05,4,631,288,"9,598,500"
292,-1.05,4,631,289,"9,598,500"
293,-1.05,4,631,290,"9,598,500"
294,-1,4,631,287,"9,598,500"
295,-1,4,631,288,"9,598,500"
296,-1,4,631,289,"9,598,500"
297,-1,4,631,290,"9,598,500"
298,-0.95,4,631,287,"9,598,500"
299,-0.95,4,631,288,"9,598,500"
300,-0.95,4,631,289,"9,598,500"
301,-0.95,4,631,290,"9,598,500"
302,-0.9,4,631,287,"9,598,500"
303,-0.9,4,631,288,"9,598,500"
304,-0.9,4,631,289,"9,598,500"
305,-0.9,4,631,290,"9,598,500"
306,-1.1,4,633,287,"9,598,500"
307,-1.1,4,633,288,"9,598,500"
308,-1.1,4,633,289,"9,598,500"
309,-1.1,4,633,290,"9,598,500"
310,-1.05,4,633,287,"9,598,500"
311,-1.05,4,633,288,"9,598,500"
312,-1.05,4,633,289,"9,598,500"
313,-1.05,4,633,290,"9,598,500"
314,-1,4,633,287,"9,598,500"
315,-1,4,633,288,"9,598,500"
316,-1,4,633,289,"9,598,500"
317,-1,4,633,290,"9,598,500"
318,-0.95,4,633,287,"9,598,500"
319,-0.95,4,633,288,"9,598,500"
320,-0.95,4,633,289,"9,598,500"
321,-0.95,4,633,290,"9,598,500"
322,-0.9,4,633,287,"9,598,500"
323,-0.9,4,633,288,"9,598,500"
324,-0.9,4,633,289,"9,598,500"
325,-0.9,4,633,290,"9,598,500"
326,-1.1,4,635,287,"9,598,500"
327,-1.1,4,635,288,"9,598,500"
328,-1.1,4,635,289,"9,598,500"
329,-1.1,4,635,290,"9,598,500"
330,-1.05,4,635,287,"9,598,500"
331,-1.05,4,635,288,"9,598,500"
332,-1.05,4,635,289,"9,598,500"
333,-1.05,4,635,290,"9,598,500"
334,-1,4,635,287,"9,598,500"
335,-1,4,635,288,"9,598,500"
336,-1,4,635,289,"9,598,500"
337,-1,4,635,290,"9,598,500"
338,-0.95,4,635,287,"9,598,500"
339,-0.95,4,635,288,"9,598,500"
340,-0.95,4,635,289,"9,598,500"
341,-0.95,4,635,290,"9,598,500"
342,-0.9,4,635,287,"9,598,500"
343,-0.9,4,635,288,"9,598,500"
344,-0.9,4,635,289,"9,598,500"
345,-0.9,4,635,290,"9,598,500"
346,-1.1,4,637,287,"9,598,500"
347,-1.1,4,637,288,"9,598,500"
348,-1.1,4,637,289,"9,598,500"
349,-1.1,4,637,290,"9,598,500"
350,-1.05,4,637,287,"9,598,500"
351,-1.05,4,637,288,"9,598,500"
352,-1.05,4,637,289,"9,598,500"
353,-1.05,4,637,290,"9,598,500"
354,-1,4,637,287,"9,598,500"
355,-1,4,637,288,"9,598,500"
356,-1,4,637,289,"9,598,500"
357,-1,4,637,290,"9,598,500"
358,-0.95,4,637,287,"9,598,500"
359,-0.95,4,637,288,"9,598,500"
360,-0.95,4,637,289,"9,598,500"
361,-0.95,4,637,290,"9,598,500"
362,-0.9,4,637,287,"9,598,500"
363,-0.9,4,637,288,"9,598,500"
364,-0.9,4,637,289,"9,598,500"
365,-0.9,4,637,290,"9,598,500"
366,-1.1,4,631,300,"9,598,000"
367,-1.05,4,631,300,"9,598,000"
368,-1,4,631,300,"9,598,000"
369,-0.95,4,631,300,"9,598,000"
370,-0.9,4,631,300,"9,598,000"
371,-1.1,4,633,300,"9,598,000"
372,-1.05,4,633,300,"9,598,000"
373,-1,4,633,300,"9,598,000"
374,-0.95,4,633,300,"9,598,000"
375,-0.9,4,633,300,"9,598,000"
376,-1.1,4,635,300,"9,598,000"
377,-1.05,4,635,300,"9,598,000"
378,-1,4,635,300,"9,598,000"
379,-0.95,4,635,300,"9,598,000"
380,-0.9,4,635,300,"9,598,000"
381,-1.1,4,637,300,"9,598,000"
382,-1.05,4,637,300,"9,598,000"
383,-1,4,637,300,"9,598,000"
384,-0.95,4,637,300,"9,598,000"
385,-0.9,4,637,300,"9,598,000"
386,-1.1,4,631,292,"9,586,500"
387,-1.05,4,631,292,"9,586,500"
388,-1,4,631,292,"9,586,500"
389,-0.95,4,631,292,"9,586,500"
390,-0.9,4,631,292,"9,586,500"
391,-1.1,4,633,292,"9,586,500"
392,-1.05,4,633,292,"9,586,500"
393,-1,4,633,292,"9,586,500"
394,-0.95,4,633,292,"9,586,500"
395,-0.9,4,633,292,"9,586,500"
396,-1.1,4,635,292,"9,586,500"
397,-1.05,4,635,292,"9,586,500"
398,-1,4,635,292,"9,586,500"
399,-0.95,4,635,292,"9,586,500"
400,-0.9,4,635,292,"9,586,500"
401,-1.1,4,637,292,"9,586,500"
402,-1.05,4,637,292,"9,586,500"
403,-1,4,637,292,"9,586,500"
404,-0.95,4,637,292,"9,586,500"
405,-0.9,4,637,292,"9,586,500"
406,-1.1,4,631,273,"9,583,000"
407,-1.05,4,631,273,"9,583,000"
408,-1,4,631,273,"9,583,000"
409,-0.95,4,631,273,"9,583,000"
410,-0.9,4,631,273,"9,583,000"
411,-1.1,4,633,273,"9,583,000"
412,-1.05,4,633,273,"9,583,000"
413,-1,4,633,273,"9,583,000"
414,-0.95,4,633,273,"9,583,000"
415,-0.9,4,633,273,"9,583,000"
416,-1.1,4,635,273,"9,583,000"
417,-1.05,4,635,273,"9,583,000"
418,-1,4,635,273,"9,583,000"
419,-0.95,4,635,273,"9,583,000"
420,-0.9,4,635,273,"9,583,000"
421,-1.1,4,637,273,"9,583,000"
422,-1.05,4,637,273,"9,583,000"
423,-1,4,637,273,"9,583,000"
424,-0.95,4,637,273,"9,583,000"
425,-0.9,4,637,273,"9,583,000"
426,-1.1,4,631,272,"9,580,500"
427,-1.05,4,631,272,"9,580,500"
428,-1,4,631,272,"9,580,500"
429,-0.95,4,631,272,"9,580,500"
430,-0.9,4,631,272,"9,580,500"
431,-1.1,4,633,272,"9,580,500"
432,-1.05,4,633,272,"9,580,500"
433,-1,4,633,272,"9,580,500"
434,-0.95,4,633,272,"9,580,500"
435,-0.9,4,633,272,"9,580,500"
436,-1.1,4,635,272,"9,580,500"
437,-1.05,4,635,272,"9,580,500"
438,-1,4,635,272,"9,580,500"
439,-0.95,4,635,272,"9,580,500"
440,-0.9,4,635,272,"9,580,500"
441,-1.1,4,637,272,"9,580,500"
442,-1.05,4,637,272,"9,580,500"
443,-1,4,637,272,"9,580,500"
444,-0.95,4,637,272,"9,580,500"
445,-0.9,4,637,272,"9,580,500"
446,-1.1,4,631,274,"9,578,000"
447,-1.05,4,631,274,"9,578,000"
448,-1,4,631,274,"9,578,000"
449,-0.95,4,631,274,"9,578,000"
450,-0.9,4,631,274,"9,578,000"
451,-1.1,4,633,274,"9,578,000"
452,-1.05,4,633,274,"9,578,000"
453,-1,4,633,274,"9,578,000"
454,-0.95,4,633,274,"9,578,000"
455,-0.9,4,633,274,"9,578,000"
456,-1.1,4,635,274,"9,578,000"
457,-1.05,4,635,274,"9,578,000"
458,-1,4,635,274,"9,578,000"
459,-0.95,4,635,274,"9,578,000"
460,-0.9,4,635,274,"9,578,000"
461,-1.1,4,637,274,"9,578,000"
462,-1.05,4,637,274,"9,578,000"
463,-1,4,637,274,"9,578,000"
464,-0.95,4,637,274,"9,578,000"
465,-0.9,4,637,274,"9,578,000"
466,-1.1,4,631,275,"9,577,500"
467,-1.05,4,631,275,"9,577,500"
468,-1,4,631,275,"9,577,500"
469,-0.95,4,631,275,"9,577,500"
470,-0.9,4,631,275,"9,577,500"
471,-1.1,4,633,275,"9,577,500"
472,-1.05,4,633,275,"9,577,500"
473,-1,4,633,275,"9,577,500"
474,-0.95,4,633,275,"9,577,500"
475,-0.9,4,633,275,"9,577,500"
476,-1.1,4,635,275,"9,577,500"
477,-1.05,4,635,275,"9,577,500"
478,-1,4,635,275,"9,577,500"
479,-0.95,4,635,275,"9,577,500"
480,-0.9,4,635,275,"9,577,500"
481,-1.1,4,637,275,"9,577,500"
482,-1.05,4,637,275,"9,577,500"
483,-1,4,637,275,"9,577,500"
484,-0.95,4,637,275,"9,577,500"
485,-0.9,4,637,275,"9,577,500"
486,-1.1,4,631,276,"9,576,000"
487,-1.1,4,631,277,"9,576,000"
488,-1.05,4,631,276,"9,576,000"
489,-1.05,4,631,277,"9,576,000"
490,-1,4,631,276,"9,576,000"
491,-1,4,631,277,"9,576,000"
492,-0.95,4,631,276,"9,576,000"
493,-0.95,4,631,277,"9,576,000"
494,-0.9,4,631,276,"9,576,000"
495,-0.9,4,631,277,"9,576,000"
496,-1.1,4,633,276,"9,576,000"
497,-1.1,4,633,277,"9,576,000"
498,-1.05,4,633,276,"9,576,000"
499,-1.05,4,633,277,"9,576,000"
500,-1,4,633,276,"9,576,000"
501,-1,4,633,277,"9,576,000"
502,-0.95,4,633,276,"9,576,000"
503,-0.95,4,633,277,"9,576,000"
504,-0.9,4,633,276,"9,576,000"
505,-0.9,4,633,277,"9,576,000"
506,-1.1,4,635,276,"9,576,000"
507,-1.1,4,635,277,"9,576,000"
508,-1.05,4,635,276,"9,576,000"
509,-1.05,4,635,277,"9,576,000"
510,-1,4,635,276,"9,576,000"
511,-1,4,635,277,"9,576,000"
512,-0.95,4,635,276,"9,576,000"
513,-0.95,4,635,277,"9,576,000"
514,-0.9,4,635,276,"9,576,000"
515,-0.9,4,635,277,"9,576,000"
516,-1.1,4,637,276,"9,576,000"
517,-1.1,4,637,277,"9,576,000"
518,-1.05,4,637,276,"9,576,000"
519,-1.05,4,637,277,"9,576,000"
520,-1,4,637,276,"9,576,000"
521,-1,4,637,277,"9,576,000"
522,-0.95,4,637,276,"9,576,000"
523,-0.95,4,637,277,"9,576,000"
524,-0.9,4,637,276,"9,576,000"
525,-0.9,4,637,277,"9,576,000"
526,-1.1,4,631,291,"9,561,500"
527,-1.05,4,631,291,"9,561,500"
528,-1,4,631,291,"9,561,500"
529,-0.95,4,631,291,"9,561,500"
530,-0.9,4,631,291,"9,561,500"
531,-1.1,4,633,291,"9,561,500"
532,-1.05,4,633,291,"9,561,500"
533,-1,4,633,291,"9,561,500"
534,-0.95,4,633,291,"9,561,500"
535,-0.9,4,633,291,"9,561,500"
536,-1.1,4,635,291,"9,561,500"
537,-1.05,4,635,291,"9,561,500"
538,-1,4,635,291,"9,561,500"
539,-0.95,4,635,291,"9,561,500"
540,-0.9,4,635,291,"9,561,500"
541,-1.1,4,637,291,"9,561,500"
542,-1.05,4,637,291,"9,561,500"
543,-1,4,637,291,"9,561,500"
544,-0.95,4,637,291,"9,561,500"
545,-0.9,4,637,291,"9,561,500"
546,-1.1,4,631,268,"9,558,000"
547,-1.1,4,631,269,"9,558,000"
548,-1.1,4,631,270,"9,558,000"
549,-1.1,4,631,271,"9,558,000"
550,-1.05,4,631,268,"9,558,000"
551,-1.05,4,631,269,"9,558,000"
552,-1.05,4,631,270,"9,558,000"
553,-1.05,4,631,271,"9,558,000"
554,-1,4,631,268,"9,558,000"
555,-1,4,631,269,"9,558,000"
556,-1,4,631,270,"9,558,000"
557,-1,4,631,271,"9,558,000"
558,-0.95,4,631,268,"9,558,000"
559,-0.95,4,631,269,"9,558,000"
560,-0.95,4,631,270,"9,558,000"
561,-0.95,4,631,271,"9,558,000"
562,-0.9,4,631,268,"9,558,000"
563,-0.9,4,631,269,"9,558,000"
564,-0.9,4,631,270,"9,558,000"
565,-0.9,4,631,271,"9,558,000"
566,-1.1,4,633,268,"9,558,000"
567,-1.1,4,633,269,"9,558,000"
568,-1.1,4,633,270,"9,558,000"
569,-1.1,4,633,271,"9,558,000"
570,-1.05,4,633,268,"9,558,000"
571,-1.05,4,633,269,"9,558,000"
572,-1.05,4,633,270,"9,558,000"
573,-1.05,4,633,271,"9,558,000"
574,-1,4,633,268,"9,558,000"
575,-1,4,633,269,"9,558,000"
576,-1,4,633,270,"9,558,000"
577,-1,4,633,271,"9,558,000"
578,-0.95,4,633,268,"9,558,000"
579,-0.95,4,633,269,"9,558,000"
580,-0.95,4,633,270,"9,558,000"
581,-0.95,4,633,271,"9,558,000"
582,-0.9,4,633,268,"9,558,000"
583,-0.9,4,633,269,"9,558,000"
584,-0.9,4,633,270,"9,558,000"
585,-0.9,4,633,271,"9,558,000"
586,-1.1,4,635,268,"9,558,000"
587,-1.1,4,635,269,"9,558,000"
588,-1.1,4,635,270,"9,558,000"
589,-1.1,4,635,271,"9,558,000"
590,-1.05,4,635,268,"9,558,000"
591,-1.05,4,635,269,"9,558,000"
592,-1.05,4,635,270,"9,558,000"
593,-1.05,4,635,271,"9,558,000"
594,-1,4,635,268,"9,558,000"
595,-1,4,635,269,"9,558,000"
596,-1,4,635,270,"9,558,000"
597,-1,4,635,271,"9,558,000"
598,-0.95,4,635,268,"9,558,000"
599,-0.95,4,635,269,"9,558,000"
600,-0.95,4,635,270,"9,558,000"
601,-0.95,4,635,271,"9,558,000"
602,-0.9,4,635,268,"9,558,000"
603,-0.9,4,635,269,"9,558,000"
604,-0.9,4,635,270,"9,558,000"
605,-0.9,4,635,271,"9,558,000"
606,-1.1,4,637,268,"9,558,000"
607,-1.1,4,637,269,"9,558,000"
608,-1.1,4,637,270,"9,558,000"
609,-1.1,4,637,271,"9,558,000"
610,-1.05,4,637,268,"9,558,000"
611,-1.05,4,637,269,"9,558,000"
612,-1.05,4,637,270,"9,558,000"
613,-1.05,4,637,271,"9,558,000"
614,-1,4,637,268,"9,558,000"
615,-1,4,637,269,"9,558,000"
616,-1,4,637,270,"9,558,000"
617,-1,4,637,271,"9,558,000"
618,-0.95,4,637,268,"9,558,000"
619,-0.95,4,637,269,"9,558,000"
620,-0.95,4,637,270,"9,558,000"
621,-0.95,4,637,271,"9,558,000"
622,-0.9,4,637,268,"9,558,000"
623,-0.9,4,637,269,"9,558,000"
624,-0.9,4,637,270,"9,558,000"
625,-0.9,4,637,271,"9,558,000"
626,-1.1,4,631,265,"9,508,500"
627,-1.1,4,631,266,"9,508,500"
628,-1.05,4,631,265,"9,508,500"
629,-1.05,4,631,266,"9,508,500"
630,-1,4,631,265,"9,508,500"
631,-1,4,631,266,"9,508,500"
632,-0.95,4,631,265,"9,508,500"
633,-0.95,4,631,266,"9,508,500"
634,-0.9,4,631,265,"9,508,500"
635,-0.9,4,631,266,"9,508,500"
636,-1.1,4,633,265,"9,508,500"
637,-1.1,4,633,266,"9,508,500"
638,-1.05,4,633,265,"9,508,500"
639,-1.05,4,633,266,"9,508,500"
640,-1,4,633,265,"9,508,500"
641,-1,4,633,266,"9,508,500"
642,-0.95,4,633,265,"9,508,500"
643,-0.95,4,633,266,"9,508,500"
644,-0.9,4,633,265,"9,508,500"
645,-0.9,4,633,266,"9,508,500"
646,-1.1,4,635,265,"9,508,500"
647,-1.1,4,635,266,"9,508,500"
648,-1.05,4,635,265,"9,508,500"
649,-1.05,4,635,266,"9,508,500"
650,-1,4,635,265,"9,508,500"
651,-1,4,635,266,"9,508,500"
652,-0.95,4,635,265,"9,508,500"
653,-0.95,4,635,266,"9,508,500"
654,-0.9,4,635,265,"9,508,500"
655,-0.9,4,635,266,"9,508,500"
656,-1.1,4,637,265,"9,508,500"
657,-1.1,4,637,266,"9,508,500"
658,-1.05,4,637,265,"9,508,500"
659,-1.05,4,637,266,"9,508,500"
660,-1,4,637,265,"9,508,500"
661,-1,4,637,266,"9,508,500"
662,-0.95,4,637,265,"9,508,500"
663,-0.95,4,637,266,"9,508,500"
664,-0.9,4,637,265,"9,508,500"
665,-0.9,4,637,266,"9,508,500"
666,-1.1,4,631,267,"9,497,500"
667,-1.05,4,631,267,"9,497,500"
668,-1,4,631,267,"9,497,500"
669,-0.95,4,631,267,"9,497,500"
670,-0.9,4,631,267,"9,497,500"
671,-1.1,4,633,267,"9,497,500"
672,-1.05,4,633,267,"9,497,500"
673,-1,4,633,267,"9,497,500"
674,-0.95,4,633,267,"9,497,500"
675,-0.9,4,633,267,"9,497,500"
676,-1.1,4,635,267,"9,497,500"
677,-1.05,4,635,267,"9,497,500"
678,-1,4,635,267,"9,497,500"
