#,cp,maxdepth,minsplit,minbucket,ganancia_mean
2333,-1,4,633,235,9369000
2334,-0.95,4,633,235,9369000
2335,-0.9,4,633,235,9369000
2336,-1.1,4,635,235,9369000
2337,-1.05,4,635,235,9369000
2338,-1,4,635,235,9369000
2339,-0.95,4,635,235,9369000
2340,-0.9,4,635,235,9369000
2341,-1.1,4,637,235,9369000
2342,-1.05,4,637,235,9369000
2343,-1,4,637,235,9369000
2344,-0.95,4,637,235,9369000
2345,-0.9,4,637,235,9369000
2346,-1.1,4,631,236,9368500
2347,-1.05,4,631,236,9368500
2348,-1,4,631,236,9368500
2349,-0.95,4,631,236,9368500
2350,-0.9,4,631,236,9368500
2351,-1.1,4,633,236,9368500
2352,-1.05,4,633,236,9368500
2353,-1,4,633,236,9368500
2354,-0.95,4,633,236,9368500
2355,-0.9,4,633,236,9368500
2356,-1.1,4,635,236,9368500
2357,-1.05,4,635,236,9368500
2358,-1,4,635,236,9368500
2359,-0.95,4,635,236,9368500
2360,-0.9,4,635,236,9368500
2361,-1.1,4,637,236,9368500
2362,-1.05,4,637,236,9368500
2363,-1,4,637,236,9368500
2364,-0.95,4,637,236,9368500
2365,-0.9,4,637,236,9368500
2366,-1.1,4,631,237,9368000
2367,-1.05,4,631,237,9368000
2368,-1,4,631,237,9368000
2369,-0.95,4,631,237,9368000
2370,-0.9,4,631,237,9368000
2371,-1.1,4,633,237,9368000
2372,-1.05,4,633,237,9368000
2373,-1,4,633,237,9368000
2374,-0.95,4,633,237,9368000
2375,-0.9,4,633,237,9368000
2376,-1.1,4,635,237,9368000
2377,-1.05,4,635,237,9368000
2378,-1,4,635,237,9368000
2379,-0.95,4,635,237,9368000
2380,-0.9,4,635,237,9368000
2381,-1.1,4,637,237,9368000
2382,-1.05,4,637,237,9368000
2383,-1,4,637,237,9368000
2384,-0.95,4,637,237,9368000
2385,-0.9,4,637,237,9368000
2386,-1.1,4,631,238,9367500
2387,-1.05,4,631,238,9367500
2388,-1,4,631,238,9367500
2389,-0.95,4,631,238,9367500
2390,-0.9,4,631,238,9367500
2391,-1.1,4,633,238,9367500
2392,-1.05,4,633,238,9367500
2393,-1,4,633,238,9367500
2394,-0.95,4,633,238,9367500
2395,-0.9,4,633,238,9367500
2396,-1.1,4,635,238,9367500
2397,-1.05,4,635,238,9367500
2398,-1,4,635,238,9367500
2399,-0.95,4,635,238,9367500
2400,-0.9,4,635,238,9367500
2401,-1.1,4,637,238,9367500
2402,-1.05,4,637,238,9367500
2403,-1,4,637,238,9367500
2404,-0.95,4,637,238,9367500
2405,-0.9,4,637,238,9367500
2406,-1.1,4,631,239,9366000
2407,-1.05,4,631,239,9366000
2408,-1,4,631,239,9366000
2409,-0.95,4,631,239,9366000
2410,-0.9,4,631,239,9366000
2411,-1.1,4,633,239,9366000
2412,-1.05,4,633,239,9366000
2413,-1,4,633,239,9366000
2414,-0.95,4,633,239,9366000
2415,-0.9,4,633,239,9366000
2416,-1.1,4,635,239,9366000
2417,-1.05,4,635,239,9366000
2418,-1,4,635,239,9366000
2419,-0.95,4,635,239,9366000
2420,-0.9,4,635,239,9366000
2421,-1.1,4,637,239,9366000
2422,-1.05,4,637,239,9366000
2423,-1,4,637,239,9366000
2424,-0.95,4,637,239,9366000
2425,-0.9,4,637,239,9366000
2426,-1.1,4,631,37,9365000
2427,-1.1,4,631,38,9365000
2428,-1.1,4,631,39,9365000
2429,-1.1,4,631,210,9365000
2430,-1.1,4,631,211,9365000
2431,-1.05,4,631,37,9365000
2432,-1.05,4,631,38,9365000
2433,-1.05,4,631,39,9365000
2434,-1.05,4,631,210,9365000
2435,-1.05,4,631,211,9365000
2436,-1,4,631,37,9365000
2437,-1,4,631,38,9365000
2438,-1,4,631,39,9365000
2439,-1,4,631,210,9365000
2440,-1,4,631,211,9365000
2441,-0.95,4,631,37,9365000
2442,-0.95,4,631,38,9365000
2443,-0.95,4,631,39,9365000
2444,-0.95,4,631,210,9365000
2445,-0.95,4,631,211,9365000
2446,-0.9,4,631,37,9365000
2447,-0.9,4,631,38,9365000
2448,-0.9,4,631,39,9365000
2449,-0.9,4,631,210,9365000
2450,-0.9,4,631,211,9365000
2451,-1.1,4,633,37,9365000
2452,-1.1,4,633,38,9365000
2453,-1.1,4,633,39,9365000
2454,-1.1,4,633,210,9365000
2455,-1.1,4,633,211,9365000
2456,-1.05,4,633,37,9365000
2457,-1.05,4,633,38,9365000
2458,-1.05,4,633,39,9365000
2459,-1.05,4,633,210,9365000
2460,-1.05,4,633,211,9365000
2461,-1,4,633,37,9365000
2462,-1,4,633,38,9365000
2463,-1,4,633,39,9365000
2464,-1,4,633,210,9365000
2465,-1,4,633,211,9365000
2466,-0.95,4,633,37,9365000
2467,-0.95,4,633,38,9365000
2468,-0.95,4,633,39,9365000
2469,-0.95,4,633,210,9365000
2470,-0.95,4,633,211,9365000
2471,-0.9,4,633,37,9365000
2472,-0.9,4,633,38,9365000
2473,-0.9,4,633,39,9365000
2474,-0.9,4,633,210,9365000
2475,-0.9,4,633,211,9365000
2476,-1.1,4,635,37,9365000
2477,-1.1,4,635,38,9365000
2478,-1.1,4,635,39,9365000
2479,-1.1,4,635,210,9365000
2480,-1.1,4,635,211,9365000
2481,-1.05,4,635,37,9365000
2482,-1.05,4,635,38,9365000
2483,-1.05,4,635,39,9365000
2484,-1.05,4,635,210,9365000
2485,-1.05,4,635,211,9365000
2486,-1,4,635,37,9365000
2487,-1,4,635,38,9365000
2488,-1,4,635,39,9365000
2489,-1,4,635,210,9365000
2490,-1,4,635,211,9365000
2491,-0.95,4,635,37,9365000
2492,-0.95,4,635,38,9365000
2493,-0.95,4,635,39,9365000
2494,-0.95,4,635,210,9365000
2495,-0.95,4,635,211,9365000
2496,-0.9,4,635,37,9365000
2497,-0.9,4,635,38,9365000
2498,-0.9,4,635,39,9365000
2499,-0.9,4,635,210,9365000
2500,-0.9,4,635,211,9365000
2501,-1.1,4,637,37,9365000
2502,-1.1,4,637,38,9365000
2503,-1.1,4,637,39,9365000
2504,-1.1,4,637,210,9365000
2505,-1.1,4,637,211,9365000
2506,-1.05,4,637,37,9365000
2507,-1.05,4,637,38,9365000
2508,-1.05,4,637,39,9365000
2509,-1.05,4,637,210,9365000
2510,-1.05,4,637,211,9365000
2511,-1,4,637,37,9365000
2512,-1,4,637,38,9365000
2513,-1,4,637,39,9365000
2514,-1,4,637,210,9365000
2515,-1,4,637,211,9365000
2516,-0.95,4,637,37,9365000
2517,-0.95,4,637,38,9365000
2518,-0.95,4,637,39,9365000
2519,-0.95,4,637,210,9365000
2520,-0.95,4,637,211,9365000
2521,-0.9,4,637,37,9365000
2522,-0.9,4,637,38,9365000
2523,-0.9,4,637,39,9365000
2524,-0.9,4,637,210,9365000
2525,-0.9,4,637,211,9365000
2526,-1.1,4,631,225,9364000
2527,-1.1,4,631,226,9364000
2528,-1.1,4,631,227,9364000
2529,-1.1,4,631,255,9364000
2530,-1.05,4,631,225,9364000
2531,-1.05,4,631,226,9364000
2532,-1.05,4,631,227,9364000
2533,-1.05,4,631,255,9364000
2534,-1,4,631,225,9364000
2535,-1,4,631,226,9364000
2536,-1,4,631,227,9364000
2537,-1,4,631,255,9364000
2538,-0.95,4,631,225,9364000
2539,-0.95,4,631,226,9364000
2540,-0.95,4,631,227,9364000
2541,-0.95,4,631,255,9364000
2542,-0.9,4,631,225,9364000
2543,-0.9,4,631,226,9364000
2544,-0.9,4,631,227,9364000
2545,-0.9,4,631,255,9364000
2546,-1.1,4,633,225,9364000
2547,-1.1,4,633,226,9364000
2548,-1.1,4,633,227,9364000
2549,-1.1,4,633,255,9364000
2550,-1.05,4,633,225,9364000
2551,-1.05,4,633,226,9364000
2552,-1.05,4,633,227,9364000
2553,-1.05,4,633,255,9364000
2554,-1,4,633,225,9364000
2555,-1,4,633,226,9364000
2556,-1,4,633,227,9364000
2557,-1,4,633,255,9364000
2558,-0.95,4,633,225,9364000
2559,-0.95,4,633,226,9364000
2560,-0.95,4,633,227,9364000
2561,-0.95,4,633,255,9364000
2562,-0.9,4,633,225,9364000
2563,-0.9,4,633,226,9364000
2564,-0.9,4,633,227,9364000
2565,-0.9,4,633,255,9364000
2566,-1.1,4,635,100,9364000
2567,-1.1,4,635,225,9364000
2568,-1.1,4,635,226,9364000
2569,-1.1,4,635,227,9364000
2570,-1.1,4,635,255,9364000
2571,-1.05,4,635,100,9364000
2572,-1.05,4,635,225,9364000
2573,-1.05,4,635,226,9364000
2574,-1.05,4,635,227,9364000
2575,-1.05,4,635,255,9364000
2576,-1,4,635,100,9364000
2577,-1,4,635,225,9364000
2578,-1,4,635,226,9364000
2579,-1,4,635,227,9364000
2580,-1,4,635,255,9364000
2581,-0.95,4,635,100,9364000
2582,-0.95,4,635,225,9364000
2583,-0.95,4,635,226,9364000
2584,-0.95,4,635,227,9364000
2585,-0.95,4,635,255,9364000
2586,-0.9,4,635,100,9364000
2587,-0.9,4,635,225,9364000
2588,-0.9,4,635,226,9364000
2589,-0.9,4,635,227,9364000
2590,-0.9,4,635,255,9364000
2591,-1.1,4,637,100,9364000
2592,-1.1,4,637,225,9364000
2593,-1.1,4,637,226,9364000
2594,-1.1,4,637,227,9364000
2595,-1.1,4,637,255,9364000
2596,-1.05,4,637,100,9364000
2597,-1.05,4,637,225,9364000
2598,-1.05,4,637,226,9364000
2599,-1.05,4,637,227,9364000
2600,-1.05,4,637,255,9364000
2601,-1,4,637,100,9364000
2602,-1,4,637,225,9364000
2603,-1,4,637,226,9364000
2604,-1,4,637,227,9364000
2605,-1,4,637,255,9364000
2606,-0.95,4,637,100,9364000
2607,-0.95,4,637,225,9364000
2608,-0.95,4,637,226,9364000
2609,-0.95,4,637,227,9364000
2610,-0.95,4,637,255,9364000
2611,-0.9,4,637,100,9364000
2612,-0.9,4,637,225,9364000
2613,-0.9,4,637,226,9364000
2614,-0.9,4,637,227,9364000
2615,-0.9,4,637,255,9364000
2616,-1.1,4,631,102,9363500
2617,-1.1,4,631,212,9363500
2618,-1.1,4,631,228,9363500
2619,-1.05,4,631,102,9363500
2620,-1.05,4,631,212,9363500
2621,-1.05,4,631,228,9363500
2622,-1,4,631,102,9363500
2623,-1,4,631,212,9363500
2624,-1,4,631,228,9363500
2625,-0.95,4,631,102,9363500
2626,-0.95,4,631,212,9363500
2627,-0.95,4,631,228,9363500
2628,-0.9,4,631,102,9363500
2629,-0.9,4,631,212,9363500
2630,-0.9,4,631,228,9363500
2631,-1.1,4,633,102,9363500
2632,-1.1,4,633,212,9363500
2633,-1.1,4,633,228,9363500
2634,-1.05,4,633,102,9363500
2635,-1.05,4,633,212,9363500
2636,-1.05,4,633,228,9363500
2637,-1,4,633,102,9363500
2638,-1,4,633,212,9363500
2639,-1,4,633,228,9363500
2640,-0.95,4,633,102,9363500
2641,-0.95,4,633,212,9363500
2642,-0.95,4,633,228,9363500
2643,-0.9,4,633,102,9363500
2644,-0.9,4,633,212,9363500
2645,-0.9,4,633,228,9363500
2646,-1.1,4,635,101,9363500
2647,-1.1,4,635,102,9363500
2648,-1.1,4,635,212,9363500
2649,-1.1,4,635,228,9363500
2650,-1.05,4,635,101,9363500
2651,-1.05,4,635,102,9363500
2652,-1.05,4,635,212,9363500
2653,-1.05,4,635,228,9363500
2654,-1,4,635,101,9363500
2655,-1,4,635,102,9363500
2656,-1,4,635,212,9363500
2657,-1,4,635,228,9363500
2658,-0.95,4,635,101,9363500
2659,-0.95,4,635,102,9363500
2660,-0.95,4,635,212,9363500
2661,-0.95,4,635,228,9363500
2662,-0.9,4,635,101,9363500
2663,-0.9,4,635,102,9363500
2664,-0.9,4,635,212,9363500
2665,-0.9,4,635,228,9363500
2666,-1.1,4,637,101,9363500
2667,-1.1,4,637,102,9363500
2668,-1.1,4,637,212,9363500
2669,-1.1,4,637,228,9363500
2670,-1.05,4,637,101,9363500
2671,-1.05,4,637,102,9363500
2672,-1.05,4,637,212,9363500
2673,-1.05,4,637,228,9363500
2674,-1,4,637,101,9363500
2675,-1,4,637,102,9363500
2676,-1,4,637,212,9363500
2677,-1,4,637,228,9363500
2678,-0.95,4,637,101,9363500
2679,-0.95,4,637,102,9363500
2680,-0.95,4,637,212,9363500
2681,-0.95,4,637,228,9363500
2682,-0.9,4,637,101,9363500
2683,-0.9,4,637,102,9363500
2684,-0.9,4,637,212,9363500
2685,-0.9,4,637,228,9363500
2686,-1.1,4,631,213,9362500
2687,-1.05,4,631,213,9362500
2688,-1,4,631,213,9362500
2689,-0.95,4,631,213,9362500
2690,-0.9,4,631,213,9362500
2691,-1.1,4,633,213,9362500
2692,-1.05,4,633,213,9362500
2693,-1,4,633,213,9362500
2694,-0.95,4,633,213,9362500
2695,-0.9,4,633,213,9362500
2696,-1.1,4,635,213,9362500
2697,-1.05,4,635,213,9362500
2698,-1,4,635,213,9362500
2699,-0.95,4,635,213,9362500
2700,-0.9,4,635,213,9362500
2701,-1.1,4,637,213,9362500
2702,-1.05,4,637,213,9362500
2703,-1,4,637,213,9362500
2704,-0.95,4,637,213,9362500
2705,-0.9,4,637,213,9362500
2706,-1.1,4,631,214,9361500
2707,-1.05,4,631,214,9361500
2708,-1,4,631,214,9361500
2709,-0.95,4,631,214,9361500
2710,-0.9,4,631,214,9361500
2711,-1.1,4,633,214,9361500
2712,-1.05,4,633,214,9361500
2713,-1,4,633,214,9361500
2714,-0.95,4,633,214,9361500
2715,-0.9,4,633,214,9361500
2716,-1.1,4,635,214,9361500
2717,-1.05,4,635,214,9361500
2718,-1,4,635,214,9361500
2719,-0.95,4,635,214,9361500
2720,-0.9,4,635,214,9361500
2721,-1.1,4,637,214,9361500
2722,-1.05,4,637,214,9361500
2723,-1,4,637,214,9361500
2724,-0.95,4,637,214,9361500
2725,-0.9,4,637,214,9361500
2726,-1.1,4,631,35,9360000
2727,-1.05,4,631,35,9360000
2728,-1,4,631,35,9360000
2729,-0.95,4,631,35,9360000
2730,-0.9,4,631,35,9360000
2731,-1.1,4,633,35,9360000
2732,-1.05,4,633,35,9360000
2733,-1,4,633,35,9360000
2734,-0.95,4,633,35,9360000
2735,-0.9,4,633,35,9360000
2736,-1.1,4,635,35,9360000
2737,-1.05,4,635,35,9360000
2738,-1,4,635,35,9360000
2739,-0.95,4,635,35,9360000
2740,-0.9,4,635,35,9360000
2741,-1.1,4,637,35,9360000
2742,-1.05,4,637,35,9360000
2743,-1,4,637,35,9360000
2744,-0.95,4,637,35,9360000
2745,-0.9,4,637,35,9360000
2746,-1,4,160,32,9360000
2747,-0.8,4,160,32,9360000
2748,-0.6,4,160,32,9360000
2749,-0.4,4,160,32,9360000
2750,-0.2,4,160,32,9360000
2751,-1.1,4,631,215,9359500
2752,-1.05,4,631,215,9359500
2753,-1,4,631,215,9359500
2754,-0.95,4,631,215,9359500
2755,-0.9,4,631,215,9359500
2756,-1.1,4,633,215,9359500
2757,-1.05,4,633,215,9359500
2758,-1,4,633,215,9359500
2759,-0.95,4,633,215,9359500
2760,-0.9,4,633,215,9359500
2761,-1.1,4,635,215,9359500
2762,-1.05,4,635,215,9359500
2763,-1,4,635,215,9359500
2764,-0.95,4,635,215,9359500
2765,-0.9,4,635,215,9359500
2766,-1.1,4,637,215,9359500
2767,-1.05,4,637,215,9359500
2768,-1,4,637,215,9359500
2769,-0.95,4,637,215,9359500
2770,-0.9,4,637,215,9359500
2771,-1.1,4,631,103,9358500
2772,-1.05,4,631,103,9358500
2773,-1,4,631,103,9358500
2774,-0.95,4,631,103,9358500
2775,-0.9,4,631,103,9358500
2776,-1.1,4,633,103,9358500
2777,-1.05,4,633,103,9358500
2778,-1,4,633,103,9358500
2779,-0.95,4,633,103,9358500
2780,-0.9,4,633,103,9358500
2781,-1.1,4,635,103,9358500
2782,-1.05,4,635,103,9358500
2783,-1,4,635,103,9358500
2784,-0.95,4,635,103,9358500
2785,-0.9,4,635,103,9358500
2786,-1.1,4,637,103,9358500
2787,-1.05,4,637,103,9358500
2788,-1,4,637,103,9358500
2789,-0.95,4,637,103,9358500
2790,-0.9,4,637,103,9358500
2791,-1.1,4,631,167,9358000
2792,-1.1,4,631,189,9358000
2793,-1.05,4,631,167,9358000
2794,-1.05,4,631,189,9358000
2795,-1,4,631,167,9358000
2796,-1,4,631,189,9358000
2797,-0.95,4,631,167,9358000
2798,-0.95,4,631,189,9358000
2799,-0.9,4,631,167,9358000
2800,-0.9,4,631,189,9358000
2801,-1.1,4,633,167,9358000
2802,-1.1,4,633,189,9358000
2803,-1.05,4,633,167,9358000
2804,-1.05,4,633,189,9358000
2805,-1,4,633,167,9358000
2806,-1,4,633,189,9358000
2807,-0.95,4,633,167,9358000
2808,-0.95,4,633,189,9358000
2809,-0.9,4,633,167,9358000
2810,-0.9,4,633,189,9358000
2811,-1.1,4,635,167,9358000
2812,-1.1,4,635,189,9358000
2813,-1.05,4,635,167,9358000
2814,-1.05,4,635,189,9358000
2815,-1,4,635,167,9358000
2816,-1,4,635,189,9358000
2817,-0.95,4,635,167,9358000
2818,-0.95,4,635,189,9358000
2819,-0.9,4,635,167,9358000
2820,-0.9,4,635,189,9358000
2821,-1.1,4,637,167,9358000
2822,-1.1,4,637,189,9358000
2823,-1.05,4,637,167,9358000
2824,-1.05,4,637,189,9358000
2825,-1,4,637,167,9358000
2826,-1,4,637,189,9358000
2827,-0.95,4,637,167,9358000
2828,-0.95,4,637,189,9358000
2829,-0.9,4,637,167,9358000
2830,-0.9,4,637,189,9358000
2831,-1.1,4,631,104,9357500
2832,-1.1,4,631,190,9357500
2833,-1.1,4,631,191,9357500
2834,-1.05,4,631,104,9357500
2835,-1.05,4,631,190,9357500
2836,-1.05,4,631,191,9357500
2837,-1,4,631,104,9357500
2838,-1,4,631,190,9357500
2839,-1,4,631,191,9357500
2840,-0.95,4,631,104,9357500
2841,-0.95,4,631,190,9357500
2842,-0.95,4,631,191,9357500
2843,-0.9,4,631,104,9357500
2844,-0.9,4,631,190,9357500
2845,-0.9,4,631,191,9357500
2846,-1.1,4,633,104,9357500
2847,-1.1,4,633,190,9357500
2848,-1.1,4,633,191,9357500
2849,-1.05,4,633,104,9357500
2850,-1.05,4,633,190,9357500
2851,-1.05,4,633,191,9357500
2852,-1,4,633,104,9357500
2853,-1,4,633,190,9357500
2854,-1,4,633,191,9357500
2855,-0.95,4,633,104,9357500
2856,-0.95,4,633,190,9357500
2857,-0.95,4,633,191,9357500
2858,-0.9,4,633,104,9357500
2859,-0.9,4,633,190,9357500
2860,-0.9,4,633,191,9357500
2861,-1.1,4,635,104,9357500
2862,-1.1,4,635,190,9357500
2863,-1.1,4,635,191,9357500
2864,-1.05,4,635,104,9357500
2865,-1.05,4,635,190,9357500
2866,-1.05,4,635,191,9357500
2867,-1,4,635,104,9357500
2868,-1,4,635,190,9357500
2869,-1,4,635,191,9357500
2870,-0.95,4,635,104,9357500
2871,-0.95,4,635,190,9357500
2872,-0.95,4,635,191,9357500
2873,-0.9,4,635,104,9357500
2874,-0.9,4,635,190,9357500
2875,-0.9,4,635,191,9357500
2876,-1.1,4,637,104,9357500
2877,-1.1,4,637,190,9357500
2878,-1.1,4,637,191,9357500
2879,-1.05,4,637,104,9357500
2880,-1.05,4,637,190,9357500
2881,-1.05,4,637,191,9357500
2882,-1,4,637,104,9357500
2883,-1,4,637,190,9357500
2884,-1,4,637,191,9357500
2885,-0.95,4,637,104,9357500
2886,-0.95,4,637,190,9357500
2887,-0.95,4,637,191,9357500
2888,-0.9,4,637,104,9357500
2889,-0.9,4,637,190,9357500
2890,-0.9,4,637,191,9357500
2891,-1.1,4,631,168,9357000
2892,-1.1,4,631,169,9357000
2893,-1.1,4,631,170,9357000
2894,-1.1,4,631,192,9357000
2895,-1.1,4,631,193,9357000
2896,-1.05,4,631,168,9357000
2897,-1.05,4,631,169,9357000
2898,-1.05,4,631,170,9357000
2899,-1.05,4,631,192,9357000
2900,-1.05,4,631,193,9357000
2901,-1,4,631,168,9357000
2902,-1,4,631,169,9357000
2903,-1,4,631,170,9357000
2904,-1,4,631,192,9357000
2905,-1,4,631,193,9357000
2906,-0.95,4,631,168,9357000
2907,-0.95,4,631,169,9357000
2908,-0.95,4,631,170,9357000
2909,-0.95,4,631,192,9357000
2910,-0.95,4,631,193,9357000
2911,-0.9,4,631,168,9357000
2912,-0.9,4,631,169,9357000
2913,-0.9,4,631,170,9357000
2914,-0.9,4,631,192,9357000
2915,-0.9,4,631,193,9357000
2916,-1.1,4,633,168,9357000
2917,-1.1,4,633,169,9357000
2918,-1.1,4,633,170,9357000
2919,-1.1,4,633,192,9357000
2920,-1.1,4,633,193,9357000
2921,-1.05,4,633,168,9357000
2922,-1.05,4,633,169,9357000
2923,-1.05,4,633,170,9357000
2924,-1.05,4,633,192,9357000
2925,-1.05,4,633,193,9357000
2926,-1,4,633,168,9357000
2927,-1,4,633,169,9357000
2928,-1,4,633,170,9357000
2929,-1,4,633,192,9357000
2930,-1,4,633,193,9357000
2931,-0.95,4,633,168,9357000
2932,-0.95,4,633,169,9357000
2933,-0.95,4,633,170,9357000
2934,-0.95,4,633,192,9357000
2935,-0.95,4,633,193,9357000
2936,-0.9,4,633,168,9357000
2937,-0.9,4,633,169,9357000
2938,-0.9,4,633,170,9357000
2939,-0.9,4,633,192,9357000
2940,-0.9,4,633,193,9357000
2941,-1.1,4,635,168,9357000
2942,-1.1,4,635,169,9357000
2943,-1.1,4,635,170,9357000
2944,-1.1,4,635,192,9357000
2945,-1.1,4,635,193,9357000
2946,-1.05,4,635,168,9357000
2947,-1.05,4,635,169,9357000
2948,-1.05,4,635,170,9357000
2949,-1.05,4,635,192,9357000
2950,-1.05,4,635,193,9357000
2951,-1,4,635,168,9357000
2952,-1,4,635,169,9357000
2953,-1,4,635,170,9357000
2954,-1,4,635,192,9357000
2955,-1,4,635,193,9357000
2956,-0.95,4,635,168,9357000
2957,-0.95,4,635,169,9357000
2958,-0.95,4,635,170,9357000
2959,-0.95,4,635,192,9357000
2960,-0.95,4,635,193,9357000
2961,-0.9,4,635,168,9357000
2962,-0.9,4,635,169,9357000
2963,-0.9,4,635,170,9357000
2964,-0.9,4,635,192,9357000
2965,-0.9,4,635,193,9357000
2966,-1.1,4,637,168,9357000
2967,-1.1,4,637,169,9357000
2968,-1.1,4,637,170,9357000
2969,-1.1,4,637,192,9357000
2970,-1.1,4,637,193,9357000
2971,-1.05,4,637,168,9357000
2972,-1.05,4,637,169,9357000
2973,-1.05,4,637,170,9357000
2974,-1.05,4,637,192,9357000
2975,-1.05,4,637,193,9357000
2976,-1,4,637,168,9357000
2977,-1,4,637,169,9357000
2978,-1,4,637,170,9357000
2979,-1,4,637,192,9357000
2980,-1,4,637,193,9357000
2981,-0.95,4,637,168,9357000
2982,-0.95,4,637,169,9357000
2983,-0.95,4,637,170,9357000
2984,-0.95,4,637,192,9357000
2985,-0.95,4,637,193,9357000
2986,-0.9,4,637,168,9357000
2987,-0.9,4,637,169,9357000
2988,-0.9,4,637,170,9357000
2989,-0.9,4,637,192,9357000
2990,-0.9,4,637,193,9357000
2991,-1.1,4,631,171,9356500
2992,-1.05,4,631,171,9356500
2993,-1,4,631,171,9356500
2994,-0.95,4,631,171,9356500
2995,-0.9,4,631,171,9356500
2996,-1.1,4,633,171,9356500
2997,-1.05,4,633,171,9356500
2998,-1,4,633,171,9356500
2999,-0.95,4,633,171,9356500
3000,-0.9,4,633,171,9356500
3001,-1.1,4,635,171,9356500
3002,-1.05,4,635,171,9356500
3003,-1,4,635,171,9356500
3004,-0.95,4,635,171,9356500
3005,-0.9,4,635,171,9356500
3006,-1.1,4,637,171,9356500
3007,-1.05,4,637,171,9356500
3008,-1,4,637,171,9356500
3009,-0.95,4,637,171,9356500
3010,-0.9,4,637,171,9356500
3011,-1.1,4,631,172,9356000
3012,-1.1,4,631,194,9356000
3013,-1.05,4,631,172,9356000
3014,-1.05,4,631,194,9356000
3015,-1,4,631,172,9356000
3016,-1,4,631,194,9356000
3017,-0.95,4,631,172,9356000
3018,-0.95,4,631,194,9356000
3019,-0.9,4,631,172,9356000
3020,-0.9,4,631,194,9356000
3021,-1.1,4,633,172,9356000
3022,-1.1,4,633,194,9356000
3023,-1.05,4,633,172,9356000
3024,-1.05,4,633,194,9356000
3025,-1,4,633,172,9356000
3026,-1,4,633,194,9356000
3027,-0.95,4,633,172,9356000
3028,-0.95,4,633,194,9356000
3029,-0.9,4,633,172,9356000
3030,-0.9,4,633,194,9356000
3031,-1.1,4,635,172,9356000
3032,-1.1,4,635,194,9356000
3033,-1.05,4,635,172,9356000
3034,-1.05,4,635,194,9356000
3035,-1,4,635,172,9356000
3036,-1,4,635,194,9356000
3037,-0.95,4,635,172,9356000
3038,-0.95,4,635,194,9356000
3039,-0.9,4,635,172,9356000
3040,-0.9,4,635,194,9356000
3041,-1.1,4,637,172,9356000
3042,-1.1,4,637,194,9356000
3043,-1.05,4,637,172,9356000
3044,-1.05,4,637,194,9356000
3045,-1,4,637,172,9356000
3046,-1,4,637,194,9356000
3047,-0.95,4,637,172,9356000
3048,-0.95,4,637,194,9356000
3049,-0.9,4,637,172,9356000
3050,-0.9,4,637,194,9356000
3051,-1.1,4,631,195,9355500
3052,-1.05,4,631,195,9355500
3053,-1,4,631,195,9355500
3054,-0.95,4,631,195,9355500
3055,-0.9,4,631,195,9355500
3056,-1.1,4,633,195,9355500
3057,-1.05,4,633,195,9355500
3058,-1,4,633,195,9355500
3059,-0.95,4,633,195,9355500
3060,-0.9,4,633,195,9355500
3061,-1.1,4,635,195,9355500
3062,-1.05,4,635,195,9355500
3063,-1,4,635,195,9355500
3064,-0.95,4,635,195,9355500
3065,-0.9,4,635,195,9355500
3066,-1.1,4,637,195,9355500
3067,-1.05,4,637,195,9355500
3068,-1,4,637,195,9355500
3069,-0.95,4,637,195,9355500
3070,-0.9,4,637,195,9355500
3071,-1.1,4,631,105,9355000
3072,-1.1,4,631,106,9355000
3073,-1.1,4,631,107,9355000
3074,-1.1,4,631,173,9355000
3075,-1.1,4,631,220,9355000
3076,-1.1,4,631,221,9355000
3077,-1.05,4,631,105,9355000
3078,-1.05,4,631,106,9355000
3079,-1.05,4,631,107,9355000
3080,-1.05,4,631,173,9355000
3081,-1.05,4,631,220,9355000
3082,-1.05,4,631,221,9355000
3083,-1,4,631,105,9355000
3084,-1,4,631,106,9355000
3085,-1,4,631,107,9355000
3086,-1,4,631,173,9355000
3087,-1,4,631,220,9355000
3088,-1,4,631,221,9355000
3089,-0.95,4,631,105,9355000
3090,-0.95,4,631,106,9355000
3091,-0.95,4,631,107,9355000
3092,-0.95,4,631,173,9355000
3093,-0.95,4,631,220,9355000
3094,-0.95,4,631,221,9355000
3095,-0.9,4,631,105,9355000
3096,-0.9,4,631,106,9355000
3097,-0.9,4,631,107,9355000
3098,-0.9,4,631,173,9355000
3099,-0.9,4,631,220,9355000
3100,-0.9,4,631,221,9355000
3101,-1.1,4,633,105,9355000
3102,-1.1,4,633,106,9355000
3103,-1.1,4,633,107,9355000
3104,-1.1,4,633,173,9355000
3105,-1.1,4,633,220,9355000
3106,-1.1,4,633,221,9355000
3107,-1.05,4,633,105,9355000
3108,-1.05,4,633,106,9355000
3109,-1.05,4,633,107,9355000
3110,-1.05,4,633,173,9355000
3111,-1.05,4,633,220,9355000
3112,-1.05,4,633,221,9355000
3113,-1,4,633,105,9355000
3114,-1,4,633,106,9355000
3115,-1,4,633,107,9355000
3116,-1,4,633,173,9355000
3117,-1,4,633,220,9355000
3118,-1,4,633,221,9355000
3119,-0.95,4,633,105,9355000
3120,-0.95,4,633,106,9355000
3121,-0.95,4,633,107,9355000
3122,-0.95,4,633,173,9355000
3123,-0.95,4,633,220,9355000
3124,-0.95,4,633,221,9355000
3125,-0.9,4,633,105,9355000
